online_ride_id,type,cycle_brand,beginning_location,beginning_id,finish_location,finish_id,beginning_lat,beginning_lng,finish_lat,finish_lng,user_status,beginning_date,beginning_time,finish_date,finish_time,ride_duration,season,minutes_price,charge_percent,customer_id,first_name,last_name,email,birth_date,gender,bank_account,bank_name,payment_date,payment_amount
98DBCBE308F96D5279,electric,brand1,Lakeview Ave & Fullerton Pkwy,TA1309000019,Hampden Ct & Diversey Ave,202480,41.93,-87.64,41.93,-87.64,member,1/9/2023,7:38:00,1/9/2023,7:41:00,3,Winter,0.05,1,79,Aiden,Harris,AidenHarris@gmail.com,10/16/1965,male,2.91E+14,Wells Fargo,3/24/2023,0
045989D5065D1E4380,classic,brand2,Clark St & Columbia Ave,RP-008,Warren Park West,RP-001,42,-87.67,42,-87.69,member,1/6/2023,19:00:00,1/6/2023,19:14:00,14,Winter,0.05,1,80,Henry,White,HenryWhite@gmail.com,3/10/1984,male,7.68E+15,Wells Fargo,4/25/2023,0.65
07600D3C63F82B5881,classic,brand3,Clark St & Columbia Ave,RP-008,Warren Park West,RP-001,42,-87.67,42,-87.69,member,1/25/2023,20:10:00,1/25/2023,20:19:00,9,Winter,0.05,1,81,Jack,Rodriguez,JackRodriguez@gmail.com,7/2/1995,male,5.99E+15,Citibank,4/13/2023,0.45
41A2F326EE6EEE9D82,electric,brand4,Lakeview Ave & Fullerton Pkwy,TA1309000019,Hampden Ct & Diversey Ave,202480,41.93,-87.64,41.93,-87.64,member,1/20/2023,7:12:00,1/20/2023,7:15:00,3,Winter,0.05,1,82,Liam,Jones,LiamJones@gmail.com,9/11/1994,male,4.49E+15,JPMorgan Chase,3/25/2023,0.65
AEF19511474B51CE83,classic,brand1,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Sacramento Blvd & Franklin Blvd,KA1504000113,41.9,-87.68,41.89,-87.7,member,1/18/2023,6:45:00,1/18/2023,6:57:00,12,Winter,0.05,1,83,Samuel,Young,SamuelYoung@gmail.com,3/14/1973,male,8.71E+14,JPMorgan Chase,6/13/2023,0.2
FE8D990F24BF681D84,classic,brand2,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Sacramento Blvd & Franklin Blvd,KA1504000113,41.9,-87.68,41.89,-87.7,member,1/10/2023,6:59:00,1/10/2023,7:11:00,12,Winter,0.05,1,84,Samuel,Smith,SamuelSmith@gmail.com,7/28/1948,male,2.87E+15,Citibank,10/4/2023,0.65
88789840DD9CFE6985,classic,brand3,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Sacramento Blvd & Franklin Blvd,KA1504000113,41.9,-87.68,41.89,-87.7,member,1/23/2023,6:50:00,1/23/2023,7:03:00,13,Winter,0.05,1,85,Henry,Young,HenryYoung@gmail.com,6/10/1946,male,3.37E+15,JPMorgan Chase,5/15/2023,0.4
D05ABE32FC17D9EA86,classic,brand4,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Sacramento Blvd & Franklin Blvd,KA1504000113,41.9,-87.68,41.89,-87.7,member,1/9/2023,6:43:00,1/9/2023,6:57:00,13,Winter,0.05,1,86,Jack,Anderson,JackAnderson@gmail.com,9/29/1947,male,3.92E+15,Bank of America,1/26/2023,0.6
BFC017CFC86ADA0187,electric,brand1,Western Ave & Howard St,527,Elmwood Ave & Austin St,598,42.02,-87.69,42.03,-87.68,member,1/14/2023,8:10:00,1/14/2023,8:14:00,3,Winter,0.05,1,87,Henry,Miller,HenryMiller@gmail.com,11/12/1956,male,4.94E+15,Citibank,8/29/2023,0.55
A5C960348A83910088,electric,brand2,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Sacramento Blvd & Franklin Blvd,KA1504000113,41.9,-87.68,41.89,-87.7,member,1/12/2023,7:01:00,1/12/2023,7:11:00,10,Winter,0.05,1,88,Lucas,Thomas,LucasThomas@gmail.com,2/14/1980,male,1.44E+14,HSBC,6/9/2023,0.55
AA0B10BFA2FF530889,electric,brand3,Clark St & Berwyn Ave,KA1504000146,Clark St & Elmdale Ave,KA1504000148,41.98,-87.67,41.99,-87.67,non-member,1/19/2023,13:55:00,1/19/2023,13:59:00,4,Winter,0.05,1,89,Lucas,Robinson,LucasRobinson@gmail.com,12/10/1959,male,4.02E+15,JPMorgan Chase,2/20/2023,0.65
0ACF5AD63309228790,electric,brand4,Clark St & Berwyn Ave,KA1504000146,Clark St & Elmdale Ave,KA1504000148,41.98,-87.67,41.99,-87.67,non-member,1/17/2023,16:33:00,1/17/2023,16:40:00,7,Winter,0.05,1,90,Aiden,Thomas,AidenThomas@gmail.com,12/25/1944,male,9.75E+15,HSBC,11/11/2023,0.3
E6F1FBAB4F2393FE91,electric,brand1,Hoyne Ave & Balmoral Ave,655,Clark St & Elmdale Ave,KA1504000148,41.98,-87.68,41.99,-87.67,non-member,1/9/2023,15:32:00,1/9/2023,15:40:00,8,Winter,0.05,1,91,Henry,King,HenryKing@gmail.com,11/30/1950,male,3.89E+15,JPMorgan Chase,9/25/2023,0.65
278C5B9B24F9676B92,electric,brand2,Hoyne Ave & Balmoral Ave,655,Clark St & Elmdale Ave,KA1504000148,41.98,-87.68,41.99,-87.67,non-member,1/1/2023,15:34:00,1/1/2023,15:43:00,8,Winter,0.05,1,92,Jackson,Harris,JacksonHarris@gmail.com,12/4/1966,male,1.14E+14,Bank of America,1/10/2023,0.45
A4BE2D729365642593,electric,brand3,Hoyne Ave & Balmoral Ave,655,Clark St & Elmdale Ave,KA1504000148,41.98,-87.68,41.99,-87.67,non-member,1/7/2023,15:33:00,1/7/2023,15:43:00,9,Winter,0.05,1,93,Noah,Brown,NoahBrown@gmail.com,2/6/1965,male,1.34E+15,Wells Fargo,11/8/2023,0.7
9D2AF4E92B70E83E94,electric,brand4,Michigan Ave & Pearson St,13034,Hampden Ct & Diversey Ave,202480,41.9,-87.62,41.93,-87.64,member,1/19/2023,17:25:00,1/19/2023,17:41:00,17,Winter,0.05,1,94,Jackson,Johnson,JacksonJohnson@gmail.com,2/22/1998,male,3.96E+15,Wells Fargo,9/6/2023,0.5
C736F89E76D0E94C95,electric,brand1,Southport Ave & Roscoe St,13071,Hampden Ct & Diversey Ave,202480,41.94,-87.66,41.93,-87.64,non-member,1/1/2023,15:18:00,1/1/2023,15:28:00,9,Winter,0.05,1,95,Jack,Harris,JackHarris@gmail.com,3/26/1947,male,7.49E+15,JPMorgan Chase,8/20/2023,0.6
429CC513038C65E796,electric,brand2,Western Ave & Howard St,527,Valli Produce - Evanston Plaza,599,42.02,-87.69,42.04,-87.7,non-member,1/25/2023,16:11:00,1/25/2023,16:22:00,11,Winter,0.05,1,96,Lucas,Thomas,LucasThomas@gmail.com,8/19/1947,male,7.12E+15,Wells Fargo,5/6/2023,0
02481C385848998797,electric,brand3,Western Ave & Grace St,431,Campbell Ave & Irving Park Rd,439,41.95,-87.69,41.95,-87.69,member,1/19/2023,20:09:00,1/19/2023,20:12:00,3,Winter,0.05,1,97,Noah,Robinson,NoahRobinson@gmail.com,12/26/1953,male,6.27E+15,JPMorgan Chase,4/17/2023,0.2
290A70390D59F52598,classic,brand4,Clark St & Leland Ave,TA1309000014,Warren Park West,RP-001,41.97,-87.67,42,-87.69,member,1/27/2023,21:28:00,1/27/2023,21:51:00,23,Winter,0.05,1,98,Henry,Jackson,HenryJackson@gmail.com,2/17/1962,male,7.44E+15,JPMorgan Chase,8/16/2023,0.3
45C5BF16FD93EE6399,classic,brand1,Warren Park East,RP-002,Warren Park West,RP-001,42,-87.68,42,-87.69,member,1/4/2023,19:00:00,1/4/2023,19:04:00,4,Winter,0.05,1,99,Liam,Allen,LiamAllen@gmail.com,10/16/1991,male,8.97E+15,Citibank,7/15/2023,0.65
63DA8430ACDEFB7D100,electric,brand2,Hoyne Ave & Balmoral Ave,655,Clark St & Elmdale Ave,KA1504000148,41.98,-87.68,41.99,-87.67,non-member,1/3/2023,15:36:00,1/3/2023,15:45:00,9,Winter,0.05,1,100,Alexander,Davis,AlexanderDavis@gmail.com,5/22/1960,male,1.28E+15,Citibank,4/2/2023,0.7
7AA53F31FAFBE0DC101,electric,brand3,Hoyne Ave & Balmoral Ave,655,Clark St & Elmdale Ave,KA1504000148,41.98,-87.68,41.99,-87.67,non-member,1/2/2023,15:41:00,1/2/2023,15:50:00,9,Winter,0.05,1,101,Oliver,Thomas,OliverThomas@gmail.com,6/26/1974,male,2.55E+15,Bank of America,3/17/2023,0.7
E67D7E2F0C8C33E7102,classic,brand4,Hoyne Ave & Balmoral Ave,655,Clark St & Elmdale Ave,KA1504000148,41.98,-87.68,41.99,-87.67,non-member,1/23/2023,15:40:00,1/23/2023,15:51:00,11,Winter,0.05,1,102,Samuel,Martinez,SamuelMartinez@gmail.com,1/10/1971,male,7.89E+14,HSBC,4/19/2023,0.7
40A79422F396AB0C103,electric,brand1,Clark St & Leland Ave,TA1309000014,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/2/2023,9:27:00,1/2/2023,9:36:00,8,Winter,0.05,1,103,Samuel,Rodriguez,SamuelRodriguez@gmail.com,3/30/2002,male,5.78E+15,HSBC,10/12/2023,0.25
6D6D09A15D92E4E6104,classic,brand2,Clark St & Leland Ave,TA1309000014,Warren Park West,RP-001,41.97,-87.67,42,-87.69,member,1/19/2023,20:23:00,1/19/2023,20:44:00,21,Winter,0.05,1,104,Liam,Smith,LiamSmith@gmail.com,11/3/2002,male,7.56E+15,JPMorgan Chase,2/3/2023,0.05
F37EE14797BFB177105,classic,brand3,Warren Park East,RP-002,Warren Park West,RP-001,42,-87.68,42,-87.69,member,1/7/2023,19:06:00,1/7/2023,19:10:00,4,Winter,0.05,1,105,Jackson,Clark,JacksonClark@gmail.com,4/4/1947,male,2.04E+15,Citibank,4/25/2023,0.7
54C213D9A305B22B106,electric,brand4,N Sheffield Ave & W Wellington Ave,20256,Hampden Ct & Diversey Ave,202480,41.94,-87.65,41.93,-87.64,non-member,1/27/2023,9:57:00,1/27/2023,10:03:00,6,Winter,0.05,1,106,Mason,Martin,MasonMartin@gmail.com,11/7/1957,male,2.17E+15,JPMorgan Chase,7/24/2023,0.7
C990DD2DC6574E6E107,electric,brand1,Warren Park East,RP-002,Valli Produce - Evanston Plaza,599,42,-87.68,42.04,-87.7,non-member,1/2/2023,9:36:00,1/2/2023,9:53:00,17,Winter,0.05,1,107,Henry,Taylor,HenryTaylor@gmail.com,1/31/1962,male,3.22E+15,Wells Fargo,10/10/2023,0.55
882DE4F49E547261108,electric,brand2,Wolcott (Ravenswood) Ave & Montrose Ave,TA1307000144,Campbell Ave & Irving Park Rd,439,41.96,-87.68,41.95,-87.69,member,1/14/2023,7:24:00,1/14/2023,7:32:00,9,Winter,0.05,1,108,Noah,Lee,NoahLee@gmail.com,3/11/1980,male,7.80E+15,JPMorgan Chase,3/23/2023,0.5
3DB1FB68E0161D7C109,electric,brand3,Sheffield Ave & Wrightwood Ave,TA1309000023,Hampden Ct & Diversey Ave,202480,41.93,-87.65,41.93,-87.64,member,1/14/2023,0:32:00,1/14/2023,0:36:00,5,Winter,0.05,1,109,Liam,Garcia,LiamGarcia@gmail.com,8/24/1946,male,4.16E+15,HSBC,4/16/2023,0.45
34317CB249C9D4BF110,classic,brand4,Wilton Ave & Belmont Ave,TA1307000134,Warren Park West,RP-001,41.94,-87.65,42,-87.69,member,1/14/2023,19:21:00,1/14/2023,19:53:00,32,Winter,0.05,1,110,Aiden,Allen,AidenAllen@gmail.com,2/26/1957,male,4.09E+15,Bank of America,8/25/2023,0.6
7E24C4212CBB8FE1111,electric,brand1,N Sheffield Ave & W Wellington Ave,20256,Hampden Ct & Diversey Ave,202480,41.94,-87.65,41.93,-87.64,non-member,1/21/2023,16:49:00,1/21/2023,16:55:00,6,Winter,0.05,1,111,Alexander,Moore,AlexanderMoore@gmail.com,9/29/2005,male,2.93E+15,Bank of America,3/25/2023,0.1
81637E83D6FDCD4F112,electric,brand2,Burling St & Diversey Pkwy,TA1309000036,Hampden Ct & Diversey Ave,202480,41.93,-87.65,41.93,-87.64,non-member,1/4/2023,10:58:00,1/4/2023,11:00:00,2,Winter,0.05,1,112,Lucas,Wilson,LucasWilson@gmail.com,1/22/1989,male,6.03E+15,JPMorgan Chase,3/8/2023,0.25
1407167B351E37D5113,electric,brand3,Springfield Ave & 47th St,344,Pulaski Rd & 51st St,343,41.81,-87.72,41.8,-87.72,member,1/24/2023,10:33:00,1/24/2023,10:38:00,5,Winter,0.05,1,113,Lucas,White,LucasWhite@gmail.com,11/20/1984,male,8.16E+15,Bank of America,5/20/2023,0.2
64A81C8C47307004114,classic,brand4,Lakefront Trail & Bryn Mawr Ave,15576,Elmwood Ave & Austin St,598,41.98,-87.65,42.03,-87.68,member,1/11/2023,5:42:00,1/11/2023,6:06:00,25,Winter,0.05,1,114,Lucas,Anderson,LucasAnderson@gmail.com,8/11/1966,male,5.55E+15,JPMorgan Chase,5/5/2023,0.25
292C26CFF2552F36115,classic,brand1,Clark St & Wellington Ave,TA1307000136,Warren Park West,RP-001,41.94,-87.65,42,-87.69,member,1/10/2023,19:13:00,1/10/2023,19:45:00,32,Winter,0.05,1,115,Alexander,Anderson,AlexanderAnderson@gmail.com,1/13/2009,male,1.85E+15,Citibank,6/23/2023,0.25
F7EB54F292068ED0116,electric,brand2,Racine Ave & Fullerton Ave,TA1306000026,Hampden Ct & Diversey Ave,202480,41.93,-87.66,41.93,-87.64,member,1/21/2023,11:53:00,1/21/2023,12:02:00,9,Winter,0.05,1,116,Jack,Robinson,JackRobinson@gmail.com,6/25/1974,male,5.13E+15,HSBC,3/1/2023,0.25
28CA255E2EC37FEA117,classic,brand3,Ravenswood Ave & Lawrence Ave,TA1309000066,Warren Park West,RP-001,41.97,-87.67,42,-87.69,member,1/26/2023,19:44:00,1/26/2023,20:01:00,17,Winter,0.05,1,117,Mason,Young,MasonYoung@gmail.com,8/10/1984,male,9.93E+15,JPMorgan Chase,2/8/2023,0.25
095C1300327C2D68118,classic,brand4,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/23/2023,20:04:00,1/23/2023,20:17:00,13,Winter,0.05,1,118,Lucas,Davis,LucasDavis@gmail.com,7/16/2005,male,2.67E+15,HSBC,11/27/2023,0.3
7A63C8C6BF55AACE119,classic,brand1,California Ave & Lake St,15666,Sacramento Blvd & Franklin Blvd,KA1504000113,41.88,-87.7,41.89,-87.7,member,1/15/2023,1:31:00,1/15/2023,1:39:00,8,Winter,0.05,1,119,Noah,Smith,NoahSmith@gmail.com,6/27/1979,male,8.39E+15,Citibank,9/9/2023,0.2
48CDBA545B7A1FE5120,electric,brand2,Western Ave & Monroe St,15667,Hampden Ct & Diversey Ave,202480,41.88,-87.69,41.93,-87.64,member,1/16/2023,19:37:00,1/16/2023,20:03:00,26,Winter,0.05,1,120,Aiden,Williams,AidenWilliams@gmail.com,2/13/1977,male,2.43E+15,HSBC,9/11/2023,0.2
7B623BF471080C04121,electric,brand3,Evans Ave & 75th St,570,Greenwood Ave & 47th St,TA1308000002,41.76,-87.61,41.81,-87.6,member,1/2/2023,17:53:00,1/2/2023,18:11:00,18,Winter,0.05,1,121,Benjamin,Clark,BenjaminClark@gmail.com,9/13/1987,male,5.24E+15,Bank of America,5/26/2023,0.65
861BDECF685B8B04122,classic,brand4,Wilton Ave & Belmont Ave,TA1307000134,Warren Park West,RP-001,41.94,-87.65,42,-87.69,member,1/11/2023,17:00:00,1/11/2023,17:32:00,32,Winter,0.05,1,122,Jack,Jones,JackJones@gmail.com,5/5/1992,male,3.43E+15,HSBC,8/3/2023,0.25
890A0810A59C4845123,electric,brand1,Springfield Ave & 47th St,344,Pulaski Rd & 51st St,343,41.81,-87.72,41.8,-87.72,member,1/18/2023,8:53:00,1/18/2023,9:00:00,6,Winter,0.05,1,123,Oliver,Martinez,OliverMartinez@gmail.com,3/25/1964,male,2.33E+15,Citibank,2/5/2023,0.2
8754D9154BF260E8124,electric,brand2,Clark St & Leland Ave,TA1309000014,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,non-member,1/11/2023,20:33:00,1/11/2023,20:42:00,9,Winter,0.05,1,124,Liam,King,LiamKing@gmail.com,6/22/2002,male,8.56E+15,JPMorgan Chase,4/12/2023,0.25
E45F1695932FFAD9125,electric,brand3,Clark St & Leland Ave,TA1309000014,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,non-member,1/1/2023,21:27:00,1/1/2023,21:36:00,9,Winter,0.05,1,125,Samuel,Garcia,SamuelGarcia@gmail.com,9/17/1983,male,3.58E+15,Bank of America,8/1/2023,0.3
6A0FCDE938DA7A43126,electric,brand4,Benson Ave & Church St,596,Elmwood Ave & Austin St,598,42.05,-87.68,42.03,-87.68,member,1/2/2023,17:23:00,1/2/2023,17:32:00,9,Winter,0.05,1,126,Benjamin,White,BenjaminWhite@gmail.com,10/24/1960,male,1.22E+15,HSBC,4/21/2023,0.55
B033F18315C6114E127,electric,brand1,Benson Ave & Church St,596,Elmwood Ave & Austin St,598,42.05,-87.68,42.03,-87.68,member,1/2/2023,17:23:00,1/2/2023,17:32:00,9,Winter,0.05,1,127,Liam,Allen,LiamAllen@gmail.com,8/6/1956,male,9.18E+12,HSBC,11/21/2023,0.4
24DF7A775073C6ED128,electric,brand2,Clark St & Drummond Pl,TA1307000142,Hampden Ct & Diversey Ave,202480,41.93,-87.64,41.93,-87.64,member,1/15/2023,18:21:00,1/15/2023,18:35:00,13,Winter,0.05,1,128,Henry,Allen,HenryAllen@gmail.com,2/4/1977,male,3.81E+15,Bank of America,7/1/2023,0.55
CAD58DE982C0134E129,electric,brand3,Springfield Ave & 47th St,344,Pulaski Rd & 51st St,343,41.81,-87.72,41.8,-87.72,member,1/19/2023,10:39:00,1/19/2023,10:45:00,7,Winter,0.05,1,129,Jackson,Smith,JacksonSmith@gmail.com,1/15/1997,male,7.91E+15,Bank of America,5/13/2023,0.5
915EBBF401200A3F130,electric,brand4,Clark St & Wellington Ave,TA1307000136,Hampden Ct & Diversey Ave,202480,41.94,-87.65,41.93,-87.64,member,1/13/2023,20:58:00,1/13/2023,21:04:00,6,Winter,0.05,1,130,Jackson,Smith,JacksonSmith@gmail.com,1/7/1948,male,7.95E+15,Citibank,9/4/2023,0.5
8913B121DA2714AE131,electric,brand1,Southport Ave & Waveland Ave,13235,Hampden Ct & Diversey Ave,202480,41.95,-87.66,41.93,-87.64,non-member,1/7/2023,16:40:00,1/7/2023,16:49:00,9,Winter,0.05,1,131,Aiden,Allen,AidenAllen@gmail.com,6/9/1948,male,8.51E+15,HSBC,7/5/2023,0.6
FBE2352BE57561B0132,classic,brand2,California Ave & North Ave,13258,Sacramento Blvd & Franklin Blvd,KA1504000113,41.91,-87.7,41.89,-87.7,non-member,1/25/2023,8:12:00,1/25/2023,8:24:00,12,Winter,0.05,1,132,Samuel,Moore,SamuelMoore@gmail.com,12/17/1955,male,5.08E+15,Bank of America,5/29/2023,0.7
CF7E56EF7FE421E1133,electric,brand3,California Ave & North Ave,13258,Sacramento Blvd & Franklin Blvd,KA1504000113,41.91,-87.7,41.89,-87.7,non-member,1/24/2023,7:54:00,1/24/2023,8:02:00,8,Winter,0.05,1,133,Benjamin,Lee,BenjaminLee@gmail.com,11/25/1997,male,5.33E+15,Bank of America,10/29/2023,0.35
12020BEB4EA7D8C0134,electric,brand4,N Sheffield Ave & W Wellington Ave,20256,Hampden Ct & Diversey Ave,202480,41.94,-87.65,41.93,-87.64,non-member,1/13/2023,9:56:00,1/13/2023,10:01:00,5,Winter,0.05,1,134,Samuel,Brown,SamuelBrown@gmail.com,8/18/1950,male,4.64E+15,Wells Fargo,9/22/2023,0.25
D4F08D8853E726E5135,classic,brand1,Woodlawn Ave & 55th St,TA1307000164,Greenwood Ave & 47th St,TA1308000002,41.8,-87.6,41.81,-87.6,member,1/8/2023,10:09:00,1/8/2023,10:20:00,11,Winter,0.05,1,135,Oliver,White,OliverWhite@gmail.com,10/8/2007,male,5.39E+15,Bank of America,9/26/2023,0.6
26F73EC6451F6190136,electric,brand2,Burling St & Diversey Pkwy,TA1309000036,Hampden Ct & Diversey Ave,202480,41.93,-87.65,41.93,-87.64,member,1/8/2023,16:13:00,1/8/2023,16:16:00,3,Winter,0.05,1,136,Henry,Thompson,HenryThompson@gmail.com,2/11/1956,male,1.98E+15,Citibank,3/19/2023,0.5
D998FA92900588CE137,electric,brand3,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/9/2023,7:26:00,1/9/2023,7:35:00,9,Winter,0.07,1,137,Liam,Anderson,LiamAnderson@gmail.com,2/17/1996,male,1.35E+15,HSBC,1/22/2023,0.77
A1E5CA900E534B17138,electric,brand4,California Ave & North Ave,13258,Sacramento Blvd & Franklin Blvd,KA1504000113,41.91,-87.7,41.89,-87.7,non-member,1/13/2023,7:59:00,1/13/2023,8:08:00,8,Winter,0.07,1,138,Benjamin,Jackson,BenjaminJackson@gmail.com,1/28/1992,male,5.46E+15,Wells Fargo,6/20/2023,0.21
06B5401341445359139,electric,brand1,Halsted St & Roscoe St,TA1309000025,Hampden Ct & Diversey Ave,202480,41.94,-87.65,41.93,-87.64,member,1/18/2023,16:43:00,1/18/2023,17:13:00,31,Winter,0.07,1,139,Benjamin,Young,BenjaminYoung@gmail.com,6/11/1965,male,8.81E+15,Citibank,8/1/2023,0.98
B544773483F2DDA5140,classic,brand2,Cottage Grove Ave & 43rd St,TA1308000023,Greenwood Ave & 47th St,TA1308000002,41.82,-87.61,41.81,-87.6,member,1/16/2023,13:19:00,1/16/2023,13:32:00,13,Winter,0.07,1,140,Henry,Rodriguez,HenryRodriguez@gmail.com,10/1/1947,male,2.57E+15,Wells Fargo,2/21/2023,0.84
D105DA268074C80E141,classic,brand3,Wilton Ave & Belmont Ave,TA1307000134,Clark St & Elmdale Ave,KA1504000148,41.94,-87.65,41.99,-87.67,member,1/15/2023,11:21:00,1/15/2023,11:46:00,25,Winter,0.07,1,141,Jackson,White,JacksonWhite@gmail.com,10/18/1994,male,4.53E+15,Wells Fargo,8/13/2023,0.56
3E8510BCC70CB155142,electric,brand4,Public Rack - Hyde Park Blvd & 55th St,768,Greenwood Ave & 47th St,TA1308000002,41.8,-87.58,41.81,-87.6,non-member,1/6/2023,18:53:00,1/6/2023,19:01:00,8,Winter,0.07,1,142,Jackson,Young,JacksonYoung@gmail.com,9/26/1959,male,6.52E+15,Bank of America,4/1/2023,0.7
98833D97E2015636143,electric,brand1,Damen Ave & Leland Ave,TA1307000158,Clark St & Elmdale Ave,KA1504000148,41.97,-87.68,41.99,-87.67,member,1/24/2023,17:56:00,1/24/2023,18:11:00,15,Winter,0.07,1,143,Henry,Hall,HenryHall@gmail.com,2/20/1984,male,5.29E+15,Bank of America,5/26/2023,0.28
ED4AD982D8B35B4E144,electric,brand2,Blackstone Ave & Hyde Park Blvd,13398,Greenwood Ave & 47th St,TA1308000002,41.8,-87.59,41.81,-87.6,member,1/10/2023,7:54:00,1/10/2023,7:59:00,6,Winter,0.07,1,144,Jackson,Thomas,JacksonThomas@gmail.com,2/23/1978,male,5.66E+15,Citibank,2/26/2023,0.7
37A677FE0ABA6CF2145,classic,brand3,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/18/2023,15:22:00,1/18/2023,15:32:00,11,Winter,0.07,1,145,Aiden,Harris,AidenHarris@gmail.com,1/3/1964,male,3.67E+15,HSBC,4/22/2023,0.63
BB3F59B1581F584A146,classic,brand4,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/11/2023,16:32:00,1/11/2023,16:46:00,14,Winter,0.07,1,146,Samuel,Anderson,SamuelAnderson@gmail.com,7/13/1976,male,8.29E+15,JPMorgan Chase,6/3/2023,0.42
518F998226A2C9BE147,electric,brand1,Clark St & Grace St,TA1307000127,Clark St & Elmdale Ave,KA1504000148,41.95,-87.66,41.99,-87.67,non-member,1/11/2023,20:21:00,1/11/2023,20:33:00,12,Winter,0.07,1,147,Henry,Brown,HenryBrown@gmail.com,11/18/1968,male,7.57E+15,Citibank,8/5/2023,0
F9F152D0B63B1D65148,electric,brand2,Blackstone Ave & Hyde Park Blvd,13398,Greenwood Ave & 47th St,TA1308000002,41.8,-87.59,41.81,-87.6,member,1/9/2023,16:13:00,1/9/2023,16:30:00,16,Winter,0.07,1,148,Ethan,Young,EthanYoung@gmail.com,11/6/1986,male,3.87E+15,HSBC,8/19/2023,0.28
44C7591C6CD755A3149,electric,brand3,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/15/2023,16:12:00,1/15/2023,16:20:00,8,Winter,0.07,1,149,Liam,Wright,LiamWright@gmail.com,2/4/1977,male,8.01E+15,Citibank,4/21/2023,0.21
AC823B8169747D2E150,classic,brand4,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/25/2023,23:09:00,1/25/2023,23:21:00,11,Winter,0.07,1,150,Noah,Brown,NoahBrown@gmail.com,11/5/1975,male,9.51E+15,Citibank,6/23/2023,0.35
22642774AD2F6DB0151,classic,brand1,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/26/2023,23:10:00,1/26/2023,23:21:00,11,Winter,0.07,1,151,Jack,Johnson,JackJohnson@gmail.com,8/15/1961,male,3.43E+15,Bank of America,6/18/2023,0.49
D6A1BB4DB98BEBA0152,electric,brand2,Ravenswood Ave & Lawrence Ave,TA1309000066,Campbell Ave & Irving Park Rd,439,41.97,-87.67,41.95,-87.69,member,1/18/2023,16:07:00,1/18/2023,16:20:00,13,Winter,0.07,1,152,Benjamin,Allen,BenjaminAllen@gmail.com,5/18/1968,male,9.18E+15,Bank of America,10/25/2023,0
83C0C0A2D124378C153,classic,brand3,Broadway & Argyle St,13108,Clark St & Elmdale Ave,KA1504000148,41.97,-87.66,41.99,-87.67,member,1/22/2023,0:34:00,1/22/2023,0:45:00,11,Winter,0.07,1,153,Alexander,Smith,AlexanderSmith@gmail.com,11/16/1945,male,9.14E+15,Bank of America,5/21/2023,0
46BE36F5FEC315B3154,electric,brand4,Clark St & Grace St,TA1307000127,Hampden Ct & Diversey Ave,202480,41.95,-87.66,41.93,-87.64,member,1/5/2023,21:30:00,1/5/2023,21:39:00,10,Winter,0.07,1,154,Noah,Martinez,NoahMartinez@gmail.com,3/17/1981,male,7.90E+15,Citibank,11/27/2023,0.07
2D988A949171C42F155,classic,brand1,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/2/2023,11:14:00,1/2/2023,11:27:00,12,Winter,0.07,1,155,Aiden,Rodriguez,AidenRodriguez@gmail.com,2/1/1996,male,1.50E+15,Citibank,12/1/2023,0.21
CF2C7564FAB00ADE156,classic,brand2,Ridge Blvd & Howard St,514,Valli Produce - Evanston Plaza,599,42.02,-87.68,42.04,-87.7,member,1/2/2023,15:17:00,1/2/2023,15:36:00,18,Winter,0.07,1,156,Jack,Harris,JackHarris@gmail.com,9/23/1961,male,7.64E+15,Wells Fargo,8/22/2023,0.7
